Run,Center_ID,Group,BioProject,Method,library_strategy,library_source,instrument,LibraryLayout,total_reads,percent_aligned,coverage,breadth,sample_accession,experiment_desc,collection_date,isolation_source,release_date,Sufficient_cov
SRR11494640,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,634436,99.79,4884.914690833695,0.9977928635922816,SRS6439139,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805947.406277,True
SRR11494641,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,358594,99.81,2611.9991639634823,0.9909708056047888,SRS6439138,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586805944.4863007,True
SRR11494642,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,626528,99.78,4671.412466976558,0.9978263050530048,SRS6439137,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805950.1062548,True
SRR11494643,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,639691,99.81,4895.074306925727,0.9981941611209576,SRS6439136,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805960.4501705,True
SRR11494644,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,592287,99.77,4070.546500351136,0.9979600708958968,SRS6439135,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805957.7461925,True
SRR11494645,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,645270,99.77,4864.320502959569,0.9987961074139718,SRS6439134,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805963.438146,True
SRR11494646,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,659059,99.78,4849.496505367354,0.9982276025816808,SRS6439133,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805963.1261487,True
SRR11494647,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,638825,99.8,4828.049660569173,0.9974584489850516,SRS6439132,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805962.706152,True
SRR11494648,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,619539,99.79,4766.389091395512,0.9979600708958968,SRS6439131,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805967.006117,True
SRR11494649,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,512868,99.86,4004.350399625456,0.9978263050530048,SRS6439130,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805968.5701041,True
SRR11494650,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,661483,99.79,5032.670367521653,0.9978597465137278,SRS6439129,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805970.678087,True
SRR11494651,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,83282,99.84,632.2196435140288,0.9972912416814368,SRS6439128,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805967.014117,True
SRR11494652,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,372845,99.79,2711.5934521619897,0.9981272781995116,SRS6439127,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586805972.9500685,True
SRR11494653,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,429538,99.81,3304.6625087783837,0.9976925392101128,SRS6439126,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805985.1259692,True
SRR11494654,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,591758,99.78,4377.776878574055,0.9979266294351736,SRS6439125,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805987.7699478,True
SRR11494655,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,578490,99.78,4518.048021937599,0.9981941611209576,SRS6439124,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805990.5139253,True
SRR11494656,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,638275,99.8,4727.908637929305,0.9977259806708356,SRS6439123,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805985.5539658,True
SRR11494657,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,668459,99.81,5185.162023877203,0.9980938367387888,SRS6439122,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805992.9499054,True
SRR11494658,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,639802,99.82,4869.726950473197,0.9978263050530048,SRS6439121,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586806000.4298444,True
SRR11494659,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,678476,99.82,5204.378691101229,0.9977594221315588,SRS6439120,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586806002.6058266,True
SRR11494660,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,441859,68.66,693.8061398521887,0.9973246831421596,SRS6439119,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805996.0498803,True
SRR11494661,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,649219,99.83,5074.469417784168,0.9977594221315588,SRS6439118,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586806006.7937925,True
SRR11494662,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,641974,99.74,4797.07260141123,0.9987292244925259,SRS6439117,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586806013.0857413,True
SRR11494663,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,355289,99.79,2624.275992375347,0.9898337959402068,SRS6439116,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806008.5057786,True
SRR11494664,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,971016,75.08,966.7452763936728,0.9972243587599906,SRS6439115,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586806009.1177735,True
SRR11494665,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,3686,97.52,22.388589773601307,0.9804033040163196,SRS6439114,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806003.3898203,False
SRR11494666,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,625430,99.76,4571.107380530381,0.9976925392101128,SRS6439113,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586806022.2616665,True
SRR11494667,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,581304,99.81,4549.001471424272,0.9978263050530048,SRS6439112,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806023.7536542,True
SRR11494668,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,587973,99.82,4548.618232284386,0.9978263050530048,SRS6439110,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806017.3657064,True
SRR11494669,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,608561,99.82,4677.673310370197,0.9985954586496338,SRS6439111,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806022.8536618,True
SRR11494670,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,631165,99.81,4816.514530314684,0.9987961074139718,SRS6439109,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806023.9936523,True
SRR11494671,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,574380,99.83,4407.439621442664,0.9981272781995116,SRS6439108,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806023.9696527,True
SRR11494672,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,433296,99.83,3370.490017723975,0.9976256562886668,SRS6439107,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806034.0695703,True
SRR11494673,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,670988,99.8,5226.803798949938,0.9980603952780658,SRS6439106,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806043.9054902,True
SRR11494674,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,397161,99.79,2944.433902952881,0.9977928635922816,SRS6439105,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806029.7736053,True
SRR11494675,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,27534,99.41,192.0440758452329,0.9705046316423102,SRS6439104,Severe acute respiratory syndrome coronavirus 2,2020-02-22,missing,1586806025.7256384,True
SRR11494676,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,361890,67.06,614.3385947898204,0.9960204661739624,SRS6439103,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806027.6936224,True
SRR11494677,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,425089,68.33,684.4956358893756,0.9972912416814368,SRS6439102,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806029.7576053,True
SRR11494678,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,665378,99.79,4997.085442932147,0.9981607196602348,SRS6439101,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806034.2575688,True
SRR11494679,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,642300,99.77,4759.3561515567,0.9977594221315588,SRS6439099,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586806044.6214843,True
SRR11494680,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,620419,99.83,4812.11654349062,0.9979600708958968,SRS6439100,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806043.2254956,True
SRR11494681,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,630497,99.83,4923.6477945356655,0.9982276025816808,SRS6439098,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806047.853458,True
SRR11494682,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,645768,99.8,4973.320904257098,0.9989967561783101,SRS6439097,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806047.5134606,True
SRR11494683,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,598944,99.8,4471.460054175166,0.9979600708958968,SRS6439096,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806040.7855155,True
SRR11494684,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,648068,99.84,4934.076714710898,0.9978263050530048,SRS6439095,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806052.5454197,True
SRR11494685,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,646108,99.77,4972.470889208441,0.9977594221315588,SRS6439094,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806056.4973874,True
SRR11494686,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,413535,99.79,3041.4864729291376,0.9977594221315588,SRS6439093,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806051.8694253,True
SRR11494687,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,615906,99.81,4685.127712938501,0.9987961074139718,SRS6439092,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806061.333348,True
SRR11494688,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,407786,68.5,659.5800086947797,0.9970905929170988,SRS6439091,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806055.6333945,True
SRR11494689,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,498476,99.83,3700.5692739858882,0.9976590977493895,SRS6439090,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806060.4293554,True
SRR11494690,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,406426,99.83,3157.509647861419,0.9974584489850516,SRS6439089,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806063.7173288,True
SRR11494691,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,606889,99.77,4512.364378156039,0.9977928635922816,SRS6439088,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586806064.2453244,True
SRR11494692,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,432016,99.87,3382.202554927599,0.9971574758385446,SRS6439087,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806064.069326,True
SRR11494693,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,460574,99.83,3482.128482092098,0.9972912416814368,SRS6439086,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806069.1732843,True
SRR11494694,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,553254,99.84,4248.560880179246,0.9978931879744508,SRS6439085,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806073.0412529,True
SRR11494695,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,329332,99.84,2522.612714443367,0.9972912416814368,SRS6439084,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806071.9772613,True
SRR11494696,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,383985,99.83,3009.844998829549,0.9972578002207136,SRS6439083,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806073.865246,True
SRR11494697,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,599957,99.81,4157.86539812059,0.9978263050530048,SRS6439082,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806073.2452512,True
SRR11494698,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,484504,99.85,3730.690934019998,0.9979600708958968,SRS6439081,Severe acute respiratory syndrome coronavirus 2,2020-03-22,missing,1586806072.0852606,True
SRR11494699,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,506148,99.84,3913.857204962713,0.9975922148279436,SRS6439080,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806079.0932035,True
SRR11494700,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,282621,67.39,470.26515734207277,0.9963883222419156,SRS6439079,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806078.8892052,True
SRR11494701,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,649917,99.79,4942.240912283049,0.9982276025816808,SRS6439078,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806088.4691272,True
SRR11494702,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,634108,99.82,4915.249205765308,0.9976925392101128,SRS6439077,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806088.0811303,True
SRR11494703,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,646704,99.79,4801.450088619871,0.9981607196602348,SRS6439076,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586806086.5771425,True
SRR11494704,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,620056,99.78,4792.8038658328605,0.9977594221315588,SRS6439075,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806089.2931204,True
SRR11494705,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,663793,99.8,5051.090860448784,0.9980269538173429,SRS6439074,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806089.7971163,True
SRR11494706,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,628537,99.77,4701.717754071497,0.9981607196602348,SRS6439073,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806088.8811238,True
SRR11494707,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,544501,99.79,3771.3875530883192,0.9980269538173429,SRS6439072,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806094.8130753,True
SRR11494708,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,658596,99.79,4875.411028993745,0.9978263050530048,SRS6439071,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806107.2249744,True
SRR11494709,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,593332,99.8,4502.083001705514,0.9977928635922816,SRS6439070,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806109.2489579,True
SRR11494710,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,610474,99.78,4738.714343042504,0.9977928635922816,SRS6439069,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806110.9049444,True
SRR11494711,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,631431,99.79,4840.374444035716,0.9980269538173429,SRS6439068,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806111.8689365,True
SRR11494712,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,632513,99.79,4835.150285924489,0.9976925392101128,SRS6439066,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806108.7569618,True
SRR11494713,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,529898,99.76,3694.0634384509917,0.9979935123566196,SRS6439067,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806101.7770188,True
SRR11494714,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,577375,99.76,4093.6688960973815,0.9979935123566196,SRS6439065,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806108.7649617,True
SRR11494715,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,600402,99.78,4499.225462328194,0.9977594221315588,SRS6439064,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586806123.7568398,True
SRR11494716,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,622264,99.81,4835.6870213690945,0.9982276025816808,SRS6439063,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806128.892798,True
SRR11494717,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,445475,99.82,3445.976223121426,0.9977594221315588,SRS6439062,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806119.676873,True
SRR11494718,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,368806,99.85,2844.8665351302543,0.9973246831421596,SRS6439061,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806119.680873,True
SRR11494719,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,388015,99.8,2783.607597899876,0.9977928635922816,SRS6439060,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806123.0968451,True
SRR11494720,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,619026,99.8,4788.595893388623,0.9977928635922816,SRS6439059,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806129.356794,True
SRR11494721,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,691872,99.83,5300.844363441795,0.9973581246028826,SRS6439058,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806135.2967458,True
SRR11494722,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,472051,99.81,3645.610306658195,0.9977259806708356,SRS6439057,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806132.3527696,True
SRR11494723,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,407829,99.84,3150.2030565495093,0.9977594221315588,SRS6439056,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806136.364737,True
SRR11494724,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,414299,99.78,3187.309500718992,0.9977928635922816,SRS6439055,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806131.9567728,True
SRR11494725,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,432943,99.78,3365.13135805772,0.9977259806708356,SRS6439054,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806134.904749,True
